,buyer,seller,state,Z
227,9994,14942,2,1.0
228,14981,10141,1,1.0
229,15021,9990,1,1.0
230,9880,9937,0,1.0
231,9871,9839,0,1.0
232,10056,15082,2,1.0
233,10009,9891,0,1.0
234,9957,10023,0,1.0
235,9819,9957,0,1.0
236,9926,10038,0,1.0
237,9841,10074,0,1.0
238,15022,10001,1,1.0
239,9912,10081,0,1.0
240,9961,9984,0,1.0
241,10104,9910,0,1.0
242,9956,15060,2,1.0
243,9999,15089,2,1.0
244,14876,9846,1,1.0
245,10123,14726,2,1.0
246,9958,9899,0,1.0
247,10084,10091,0,1.0
248,10113,9960,0,1.0
249,10104,10063,0,1.0
250,10064,10032,0,1.0
251,10003,10041,0,1.0
252,10012,9804,0,1.0
253,10208,10144,0,1.0
254,9998,9990,0,1.0
255,10120,10019,0,1.0
256,10102,14960,2,1.0
257,15120,10033,1,1.0
258,9992,9936,0,1.0
259,10006,9978,0,1.0
260,14967,10079,1,1.0
261,15165,10026,1,1.0
262,15205,10038,1,1.0
263,15244,10128,1,1.0
264,10048,9975,0,1.0
265,9856,15004,2,1.0
266,10061,14876,2,1.0
267,10072,10190,0,1.0
268,10099,10040,0,1.0
269,9991,9958,0,1.0
270,14904,10045,1,1.0
271,9937,15162,2,1.0
272,10088,9701,0,1.0
273,15008,9903,1,1.0
274,9858,14951,2,1.0
275,15181,10020,1,1.0
276,15140,10159,1,1.0
277,10064,9952,0,1.0
278,9935,10106,0,1.0
279,9992,10074,0,1.0
280,10003,9980,0,1.0
281,9982,10072,0,1.0
282,15013,10059,1,1.0
283,14843,10020,1,1.0
284,10034,15147,2,1.0
285,10201,9990,0,1.0
286,10013,10035,0,1.0
287,10013,9975,0,1.0
288,9866,9996,0,1.0
289,14955,10022,1,1.0
290,9865,14997,2,1.0
291,9906,10041,0,1.0
292,10041,10001,0,1.0
293,10131,9956,0,1.0
294,9896,10031,0,1.0
295,10043,9961,0,1.0
296,14985,9896,1,1.0
297,9922,9946,0,1.0
298,10009,9873,0,1.0
299,10031,15063,2,1.0
300,10031,15126,2,1.0
301,10110,9873,0,1.0
302,9922,10074,0,1.0
303,9764,15045,2,1.0
304,9983,15026,2,1.0
305,9913,15124,2,1.0
306,10014,15026,2,1.0
307,15080,9923,1,1.0
308,14941,9946,1,1.0
309,15104,9855,1,1.0
310,14932,10003,1,1.0
311,14870,9980,1,1.0
312,10089,10047,0,1.0
313,9955,14973,2,1.0
314,10054,9963,0,1.0
315,10024,9912,0,1.0
316,14997,10069,1,1.0
317,15064,9775,1,1.0
318,14997,9988,1,1.0
319,14857,9985,1,1.0
320,10106,9922,0,1.0
321,9993,14944,2,1.0
322,9933,15062,2,1.0
323,9996,9806,0,1.0
324,10030,9981,0,1.0
325,9966,15201,2,1.0
326,15085,10035,1,1.0
327,15115,10005,1,1.0
328,14752,10061,1,1.0
329,9984,14844,2,1.0
330,14984,10009,1,1.0
331,15043,9829,1,1.0
332,15092,10010,1,1.0
333,15219,9869,1,1.0
334,9897,10058,0,1.0
335,10126,10080,0,1.0
336,9939,9879,0,1.0
337,10138,10098,0,1.0
338,9997,9943,0,1.0
339,9899,9964,0,1.0
340,15017,10189,1,1.0
341,10088,15187,2,1.0
342,15035,10149,1,1.0
343,14759,9978,1,1.0
344,10103,9839,0,1.0
345,9939,10096,0,1.0
346,9910,10054,0,1.0
347,9881,9914,0,1.0
348,9919,10269,0,1.0
349,10089,14885,2,1.0
350,9967,10026,0,1.0
351,15202,9865,1,1.0
352,15199,9892,1,1.0
353,10108,9782,0,1.0
354,9958,9883,0,1.0
355,15098,10200,1,1.0
356,14995,9887,1,1.0
357,10065,10011,0,1.0
358,15065,10004,1,1.0
359,10002,14694,2,1.0
360,10008,9909,0,1.0
361,9839,10060,0,1.0
362,10055,15054,2,1.0
363,10304,9990,0,1.0
364,10029,10069,0,1.0
365,10083,15016,2,1.0
366,10073,14743,2,1.0
367,9988,10037,0,1.0
368,10101,14912,2,1.0
369,9792,15282,2,1.0
370,15054,9981,1,1.0
371,9852,14910,2,1.0
372,10064,15088,2,1.0
373,15128,9970,1,1.0
374,9901,9961,0,1.0
375,14918,10093,1,1.0
376,10048,9840,0,1.0
377,15076,9949,1,1.0
378,10065,15208,2,1.0
379,10059,10206,0,1.0
380,10105,10116,0,1.0
381,9937,9998,0,1.0
382,9988,9992,0,1.0
383,9958,9839,0,1.0
384,10049,10179,0,1.0
385,10001,15107,2,1.0
386,10112,14967,2,1.0
387,15071,9940,1,1.0
388,10111,10131,0,1.0
389,14808,10138,1,1.0
390,10001,10150,0,1.0
391,15222,9821,1,1.0
392,9901,10117,0,1.0
393,9867,15090,2,1.0
394,10033,9899,0,1.0
395,9965,9987,0,1.0
396,10059,15054,2,1.0
397,10087,10011,0,1.0
398,10026,15108,2,1.0
399,9997,10025,0,1.0
400,10023,15022,2,1.0
401,10203,14733,2,1.0
402,14969,10017,1,1.0
403,9973,15109,2,1.0
404,10053,14851,2,1.0
405,9776,15008,2,1.0
406,10058,9885,0,1.0
407,10150,10089,0,1.0
408,10026,10179,0,1.0
409,9862,15153,2,1.0
410,14945,10105,1,1.0
411,14948,10149,1,1.0
412,10011,10083,0,1.0
413,15078,9936,1,1.0
414,9929,14979,2,1.0
415,9957,14921,2,1.0
416,9971,10064,0,1.0
417,10105,10053,0,1.0
418,9977,9889,0,1.0
419,10049,10222,0,1.0
420,9999,10139,0,1.0
421,10014,9819,0,1.0
422,14876,10025,1,1.0
423,10031,10042,0,1.0
424,9930,10089,0,1.0
425,14980,9958,1,1.0
426,15169,10011,1,1.0
427,9926,10069,0,1.0
428,9918,9925,0,1.0
429,9897,10133,0,1.0
430,9881,14875,2,1.0
431,14888,10041,1,1.0
432,15181,9817,1,1.0
433,14922,10081,1,1.0
434,14964,9970,1,1.0
435,9869,15031,2,1.0
436,9893,10136,0,1.0
437,10057,10018,0,1.0
438,9848,10129,0,1.0
439,14917,10027,1,1.0
440,15194,10091,1,1.0
441,9741,10023,0,1.0
442,9838,9968,0,1.0
443,15036,9953,1,1.0
444,15058,9760,1,1.0
445,9946,15122,2,1.0
446,9967,15220,2,1.0
447,15040,10064,1,1.0
448,10020,10139,0,1.0
449,9965,10259,0,1.0
450,9970,10002,0,1.0
451,9909,9975,0,1.0
452,9944,14915,2,1.0
453,9966,15120,2,1.0
454,15034,10085,1,1.0
455,9898,9968,0,1.0
456,9870,9867,0,1.0
457,15163,9950,1,1.0
458,9994,10010,0,1.0
459,15050,10098,1,1.0
460,14941,9848,1,1.0
461,10042,15079,2,1.0
462,9820,15032,2,1.0
463,10012,10065,0,1.0
464,14978,9917,1,1.0
465,10172,10148,0,1.0
466,10111,10091,0,1.0
467,14854,10057,1,1.0
468,14987,9977,1,1.0
469,10175,10225,0,1.0
470,14706,10049,1,1.0
471,9951,14890,2,1.0
472,10014,9923,0,1.0
473,10046,10002,0,1.0
474,10100,10045,0,1.0
475,9997,9980,0,1.0
476,9902,9966,0,1.0
477,9950,9944,0,1.0
478,9968,14873,2,1.0
479,9996,9893,0,1.0
480,9720,9922,0,1.0
481,10049,9900,0,1.0
482,10006,9933,0,1.0
483,9855,9900,0,1.0
484,9854,10037,0,1.0
485,9966,15012,2,1.0
486,14979,9967,1,1.0
487,10055,10043,0,1.0
488,9889,10104,0,1.0
489,10071,9989,0,1.0
490,10063,15101,2,1.0
491,10027,9917,0,1.0
492,15120,9964,1,1.0
493,9727,10049,0,1.0
494,9646,9946,0,1.0
495,10272,10034,0,1.0
496,10192,10088,0,1.0
497,10092,15089,2,1.0
498,14813,10068,1,1.0
499,15068,9982,1,1.0
500,9896,9892,0,1.0
501,9800,10092,0,1.0
502,10067,10025,0,1.0
503,15086,9857,1,1.0
504,10155,9973,0,1.0
505,10062,9801,0,1.0
506,15045,10184,1,1.0
507,15122,10079,1,1.0
508,9868,14825,2,1.0
509,10197,15050,2,1.0
510,9987,15143,2,1.0
511,9955,9945,0,1.0
512,9935,9969,0,1.0
513,9976,9875,0,1.0
514,9901,10034,0,1.0
515,15188,9920,1,1.0
516,9963,15017,2,1.0
517,9999,15261,2,1.0
518,9839,14772,2,1.0
519,9900,15018,2,1.0
520,14906,9823,1,1.0
521,9934,9804,0,1.0
522,9997,14991,2,1.0
523,9998,14894,2,1.0
524,10064,10103,0,1.0
525,10141,9785,0,1.0
526,10143,9936,0,1.0
527,9959,10028,0,1.0
528,10063,9965,0,1.0
529,14828,10071,1,1.0
530,10017,10022,0,1.0
531,10156,9957,0,1.0
532,9839,10021,0,1.0
533,9884,10004,0,1.0
534,9946,10009,0,1.0
535,10044,10037,0,1.0
536,9872,9941,0,1.0
537,10039,10025,0,1.0
538,15006,9917,1,1.0
539,15173,10045,1,1.0
540,10082,10047,0,1.0
541,9991,15040,2,1.0
542,10150,15080,2,1.0
543,15101,9841,1,1.0
544,14975,10199,1,1.0
545,10090,15054,2,1.0
546,10101,10166,0,1.0
547,9896,14890,2,1.0
548,15058,10005,1,1.0
549,10067,9907,0,1.0
550,10160,9906,0,1.0
551,15246,9997,1,1.0
552,9893,10052,0,1.0
553,10140,14894,2,1.0
554,9889,15045,2,1.0
555,9938,14821,2,1.0
556,15077,9871,1,1.0
557,9982,14921,2,1.0
558,9890,10028,0,1.0
559,15197,9974,1,1.0
560,10084,9953,0,1.0
561,10095,9931,0,1.0
562,10140,9785,0,1.0
563,15094,9839,1,1.0
564,10016,9841,0,1.0
565,9902,9941,0,1.0
566,15096,10046,1,1.0
567,10027,9863,0,1.0
568,9961,9821,0,1.0
569,9897,14971,2,1.0
570,9917,10048,0,1.0
571,10057,9945,0,1.0
572,9982,9940,0,1.0
573,10115,14946,2,1.0
574,9966,14950,2,1.0
575,10140,15173,2,1.0
576,9940,15242,2,1.0
577,9975,14968,2,1.0
578,10002,9996,0,1.0
579,9985,10141,0,1.0
580,10064,14965,2,1.0
581,9775,15196,2,1.0
582,10006,14808,2,1.0
583,15207,10027,1,1.0
584,10168,9927,0,1.0
585,10018,10036,0,1.0
586,10173,15100,2,1.0
587,9899,14883,2,1.0
588,9877,9948,0,1.0
589,10115,9976,0,1.0
590,15071,9963,1,1.0
591,14916,9938,1,1.0
592,10018,10000,0,1.0
593,9902,9800,0,1.0
594,14894,10030,1,1.0
595,15061,10123,1,1.0
596,9892,9960,0,1.0
597,15169,10128,1,1.0
598,9903,15010,2,1.0
599,10016,9945,0,1.0
600,14958,9798,1,1.0
601,15214,10022,1,1.0
602,14806,9989,1,1.0
603,15013,10020,1,1.0
604,9833,10101,0,1.0
605,10026,9945,0,1.0
606,10085,10241,0,1.0
607,14894,10043,1,1.0
608,9916,9949,0,1.0
609,9962,9961,0,1.0
610,10072,10154,0,1.0
611,9910,10006,0,1.0
612,10018,10035,0,1.0
613,9934,9910,0,1.0
614,9781,9950,0,1.0
615,9749,9950,0,1.0
616,14881,9794,1,1.0
617,10195,9992,0,1.0
618,10181,15003,2,1.0
619,10016,10100,0,1.0
620,15104,9781,1,1.0
621,9924,15139,2,1.0
622,9847,15078,2,1.0
623,10083,15132,2,1.0
624,9855,14945,2,1.0
625,10046,14856,2,1.0
626,10024,10116,0,1.0
627,10039,15105,2,1.0
628,9984,14994,2,1.0
629,10171,9950,0,1.0
630,10050,10073,0,1.0
631,15154,9873,1,1.0
632,15012,9831,1,1.0
633,10036,9993,0,1.0
634,9874,9955,0,1.0
635,10083,10143,0,1.0
636,10069,10096,0,1.0
637,10251,9946,0,1.0
638,14987,9934,1,1.0
639,9991,14905,2,1.0
640,10245,15005,2,1.0
641,9981,10020,0,1.0
642,9918,10001,0,1.0
643,14999,9992,1,1.0
644,14957,9980,1,1.0
645,9986,9935,0,1.0
646,15062,9883,1,1.0
647,15161,10085,1,1.0
648,14883,9842,1,1.0
649,10076,10070,0,1.0
650,15015,10264,1,1.0
651,9796,9963,0,1.0
652,10105,10107,0,1.0
653,9955,15112,2,1.0
654,10075,9933,0,1.0
655,9837,14907,2,1.0
656,10009,10042,0,1.0
657,15178,10033,1,1.0
658,15090,10013,1,1.0
659,9972,9982,0,1.0
660,10131,10085,0,1.0
661,14950,10130,1,1.0
662,9972,15209,2,1.0
663,9842,9974,0,1.0
664,10020,14810,2,1.0
665,10104,10106,0,1.0
666,14917,10036,1,1.0
667,9998,9999,0,1.0
668,10097,10021,0,1.0
669,9910,14848,2,1.0
670,14858,9929,1,1.0
671,15180,10076,1,1.0
672,10086,9888,0,1.0
673,10155,9881,0,1.0
674,9846,9904,0,1.0
675,14886,10000,1,1.0
676,9976,15012,2,1.0
677,9904,15091,2,1.0
678,9844,9911,0,1.0
679,9973,9900,0,1.0
680,10190,10129,0,1.0
681,9947,15067,2,1.0
682,15180,10156,1,1.0
683,9773,15028,2,1.0
684,14822,9986,1,1.0
685,15068,9933,1,1.0
686,9929,14942,2,1.0
687,9988,14967,2,1.0
688,9815,9954,0,1.0
689,10170,9985,0,1.0
690,10165,10065,0,1.0
691,10125,10122,0,1.0
692,10025,10022,0,1.0
693,9769,9938,0,1.0
694,9974,10186,0,1.0
695,14915,9821,1,1.0
696,14891,9877,1,1.0
697,14956,10085,1,1.0
698,9899,9871,0,1.0
699,15003,9980,1,1.0
700,10094,9993,0,1.0
701,10227,9999,0,1.0
702,14948,10230,1,1.0
703,15025,9936,1,1.0
704,9897,10032,0,1.0
705,15029,10080,1,1.0
706,9852,9957,0,1.0
707,9919,10025,0,1.0
708,9820,10001,0,1.0
709,15085,10081,1,1.0
710,10142,9813,0,1.0
711,10076,9978,0,1.0
712,9995,15021,2,1.0
713,9973,9964,0,1.0
714,9984,14796,2,1.0
715,10217,14831,2,1.0
716,9992,10165,0,1.0
717,9961,14843,2,1.0
718,15283,9902,1,1.0
719,15056,10107,1,1.0
720,14957,10068,1,1.0
721,9908,10030,0,1.0
722,15197,9979,1,1.0
723,10134,9850,0,1.0
724,9908,10064,0,1.0
725,10115,9837,0,1.0
726,9843,10048,0,1.0
727,9815,10088,0,1.0
728,9924,10095,0,1.0
729,9959,15148,2,1.0
730,10079,15106,2,1.0
731,9949,14936,2,1.0
732,9928,15107,2,1.0
733,10027,15068,2,1.0
734,10112,15151,2,1.0
735,10048,9807,0,1.0
736,10109,14932,2,1.0
737,10021,10087,0,1.0
738,9978,9909,0,1.0
739,15070,9968,1,1.0
740,9827,14952,2,1.0
741,10049,9963,0,1.0
742,9970,10120,0,1.0
743,14921,10059,1,1.0
744,14885,9990,1,1.0
745,10133,10060,0,1.0
746,9818,9990,0,1.0
747,10062,10041,0,1.0
748,15157,10197,1,1.0
749,9789,10060,0,1.0
750,9986,9934,0,1.0
751,10040,10102,0,1.0
752,9897,10006,0,1.0
753,10062,9990,0,1.0
754,9927,14907,2,1.0
755,14809,9894,1,1.0
756,15024,10066,1,1.0
757,9956,10010,0,1.0
758,10092,14886,2,1.0
759,9949,14910,2,1.0
760,9894,10126,0,1.0
761,9941,15132,2,1.0
762,14976,10151,1,1.0
763,10039,10001,0,1.0
764,9986,14779,2,1.0
765,9880,15400,2,1.0
766,15000,10000,1,1.0
767,14943,10108,1,1.0
768,9857,9726,0,1.0
769,10047,9944,0,1.0
770,10138,9984,0,1.0
771,15097,10062,1,1.0
772,14965,9938,1,1.0
773,14905,10042,1,1.0
774,14865,9994,1,1.0
775,15100,9942,1,1.0
776,10005,9804,0,1.0
777,15214,9922,1,1.0
778,14918,10073,1,1.0
779,9886,9976,0,1.0
780,10023,10007,0,1.0
781,10022,15070,2,1.0
782,10037,10209,0,1.0
783,14966,10162,1,1.0
784,10045,9940,0,1.0
785,15004,9985,1,1.0
786,10079,10029,0,1.0
787,9899,10063,0,1.0
788,10005,14908,2,1.0
789,10090,14861,2,1.0
790,15002,9985,1,1.0
791,9860,10099,0,1.0
792,9899,10058,0,1.0
793,10161,9864,0,1.0
794,10113,10035,0,1.0
795,10028,15030,2,1.0
796,9878,9817,0,1.0
797,15043,9949,1,1.0
798,9803,15107,2,1.0
799,9867,14970,2,1.0
800,10057,9981,0,1.0
801,9938,10012,0,1.0
802,10130,10041,0,1.0
803,14910,9944,1,1.0
804,9885,14790,2,1.0
805,9969,14850,2,1.0
806,15041,9970,1,1.0
807,9888,14879,2,1.0
808,10053,14992,2,1.0
809,9909,15031,2,1.0
810,10042,15050,2,1.0
811,15123,10036,1,1.0
812,15069,9861,1,1.0
813,14974,9869,1,1.0
814,10024,10048,0,1.0
815,10133,14883,2,1.0
816,9894,10019,0,1.0
817,10002,10012,0,1.0
818,9958,15081,2,1.0
819,10013,9949,0,1.0
820,9953,9960,0,1.0
821,15057,10060,1,1.0
822,10001,9908,0,1.0
823,9883,9920,0,1.0
824,14948,9986,1,1.0
825,9871,9929,0,1.0
826,10130,10053,0,1.0
827,10044,10136,0,1.0
828,9950,15032,2,1.0
829,10187,14992,2,1.0
830,9897,14960,2,1.0
831,10054,9981,0,1.0
832,10188,9843,0,1.0
833,9989,10014,0,1.0
834,10012,9989,0,1.0
835,10023,9880,0,1.0
836,9958,9939,0,1.0
837,9926,10052,0,1.0
838,10123,9979,0,1.0
839,10041,15029,2,1.0
840,10070,14851,2,1.0
841,10150,10143,0,1.0
842,9968,9933,0,1.0
843,15027,10219,1,1.0
844,10154,10021,0,1.0
845,9890,10124,0,1.0
846,14896,9944,1,1.0
847,9897,15064,2,1.0
848,10024,14989,2,1.0
849,10020,14902,2,1.0
850,9823,9949,0,1.0
851,9794,9833,0,1.0
852,10008,9832,0,1.0
853,10086,9982,0,1.0
854,10079,9930,0,1.0
855,10233,9967,0,1.0
856,9862,10161,0,1.0
857,9864,10330,0,1.0
858,15063,9861,1,1.0
859,9718,10008,0,1.0
860,10070,10069,0,1.0
861,10042,9988,0,1.0
862,10147,10016,0,1.0
863,10066,9992,0,1.0
864,10038,10106,0,1.0
865,9924,9981,0,1.0
866,10169,9956,0,1.0
867,9840,10008,0,1.0
868,14863,9903,1,1.0
869,9994,15158,2,1.0
870,14984,10024,1,1.0
871,10032,15128,2,1.0
872,10080,9976,0,1.0
873,10037,10018,0,1.0
874,10094,10072,0,1.0
875,9981,15129,2,1.0
876,9910,15026,2,1.0
877,15060,10032,1,1.0
878,15067,10139,1,1.0
879,15012,10033,1,1.0
880,10156,9969,0,1.0
881,10033,9999,0,1.0
882,9959,14819,2,1.0
883,10163,15138,2,1.0
884,10129,10065,0,1.0
885,14967,9936,1,1.0
886,10026,9936,0,1.0
887,9926,10127,0,1.0
888,14905,9984,1,1.0
889,15000,9975,1,1.0
890,15169,9998,1,1.0
891,10049,10097,0,1.0
892,9928,14978,2,1.0
893,10031,14951,2,1.0
894,9989,10149,0,1.0
895,10168,9896,0,1.0
896,9975,15065,2,1.0
897,9994,9917,0,1.0
898,9834,15075,2,1.0
899,9917,14838,2,1.0
900,15356,10170,1,1.0
901,10154,14764,2,1.0
902,9866,10072,0,1.0
903,15083,10069,1,1.0
904,10084,9791,0,1.0
905,15088,9928,1,1.0
906,9913,15170,2,1.0
907,10075,9920,0,1.0
908,9825,15118,2,1.0
909,14915,9910,1,1.0
910,14786,10007,1,1.0
911,10000,9975,0,1.0
912,10176,9946,0,1.0
913,15108,10032,1,1.0
914,9983,10043,0,1.0
915,10096,9955,0,1.0
916,9895,9894,0,1.0
917,9929,9937,0,1.0
918,14907,10126,1,1.0
919,10077,10083,0,1.0
920,14955,9880,1,1.0
921,15022,10053,1,1.0
922,9895,10123,0,1.0
923,9802,15186,2,1.0
924,15209,10015,1,1.0
925,10032,9855,0,1.0
926,10085,10032,0,1.0
927,15275,9874,1,1.0
928,14979,10073,1,1.0
929,14952,10054,1,1.0
930,10046,10111,0,1.0
931,10005,15276,2,1.0
932,9934,14971,2,1.0
933,9989,14952,2,1.0
934,10126,14864,2,1.0
935,15080,10042,1,1.0
936,14911,9927,1,1.0
937,10210,10090,0,1.0
938,10022,9965,0,1.0
939,15019,9910,1,1.0
940,14964,10102,1,1.0
941,9927,9983,0,1.0
942,9907,10047,0,1.0
943,14971,10160,1,1.0
944,14959,10025,1,1.0
945,14991,9609,1,1.0
946,15020,9931,1,1.0
947,9957,14859,2,1.0
948,9776,9971,0,1.0
949,14882,10108,1,1.0
950,10049,15006,2,1.0
951,9829,14914,2,1.0
952,9973,10075,0,1.0
953,10209,9923,0,1.0
954,15054,10128,1,1.0
955,15027,9922,1,1.0
956,10032,15107,2,1.0
957,10044,10259,0,1.0
958,9856,9767,0,1.0
959,15138,9960,1,1.0
960,9974,14950,2,1.0
961,10006,14956,2,1.0
962,9855,10044,0,1.0
963,10077,9883,0,1.0
964,10020,10138,0,1.0
965,9974,10078,0,1.0
966,10112,10034,0,1.0
967,9858,9883,0,1.0
968,14896,9990,1,1.0
969,15348,10038,1,1.0
970,14713,9904,1,1.0
971,10035,10014,0,1.0
972,15239,9977,1,1.0
973,15085,10069,1,1.0
974,9900,15226,2,1.0
975,9505,14922,2,1.0
976,9964,9855,0,1.0
977,9962,10064,0,1.0
978,10068,14902,2,1.0
979,10120,15009,2,1.0
980,9948,9846,0,1.0
981,9913,9868,0,1.0
982,15052,9853,1,1.0
983,15070,10053,1,1.0
984,9961,14978,2,1.0
985,15042,9928,1,1.0
986,14923,10137,1,1.0
987,15009,9935,1,1.0
988,15157,10092,1,1.0
989,9955,9953,0,1.0
990,10003,10037,0,1.0
991,9913,10206,0,1.0
992,9993,15078,2,1.0
993,9997,15021,2,1.0
994,10273,15071,2,1.0
995,10039,10102,0,1.0
996,10206,14883,2,1.0
997,9908,10044,0,1.0
